Index,Codul candidatului,Poziţia în ierarhia Evaluare Națională 2025,Școala de proveniență,Limba şi literatura română - Notă,Limba şi literatura română - Contestație,Limba şi literatura română - Notă finală,Matematică - Notă,Matematică - Contestație,Matematică - Notă finală,Limba şi literatura maternă - Denumire,Limba şi literatura maternă - Notă,Limba şi literatura maternă - Contestație,Limba şi literatura maternă - Notă finală,Media la evaluarea națională
955,TM10963192,3505,"LICEUL TEHNOLOGIC ""TRAIAN GROZĂVESCU"" NĂDRAG",6.75,-,-,5.50,-,-,-,-,-,-,6.12
956,TM10965372,4992,ȘCOALA GIMNAZIALĂ OHABA LUNGĂ,2.65,-,-,4.50,-,-,-,-,-,-,3.57
957,TM10967510,3645,ȘCOALA GIMNAZIALĂ GIARMATA,6.90,-,-,5.00,-,-,-,-,-,-,5.95
958,TM10968343,2938,ȘCOALA GIMNAZIALĂ NR.25 TIMIȘOARA,6.10,-,-,7.65,-,-,-,-,-,-,6.87
959,TM10969155,121,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",9.60,-,-,9.75,-,-,-,-,-,-,9.67
960,TM10970921,469,LICEUL TEORETIC ”BABEL” TIMIȘOARA,9.15,-,-,9.45,-,-,-,-,-,-,9.30
961,TM10971458,330,"ȘCOALA GIMNAZIALĂ NR.16 ""TAKE IONESCU"" TIMIȘOARA",9.35,-,-,9.50,-,-,-,-,-,-,9.42
962,TM10971736,11,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",9.85,-,-,10.00,-,-,-,-,-,-,9.92
963,TM10971865,2962,"COLEGIUL NAȚIONAL PEDAGOGIC ""CARMEN SYLVA"" TIMIȘOARA",7.75,-,-,5.90,-,-,-,-,-,-,6.82
964,TM10971870,1749,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",8.60,-,-,8.25,-,-,Limba germana,7.75,-,-,8.20
965,TM10971980,2616,ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA,7.50,-,-,7.10,-,-,-,-,-,-,7.30
966,TM10972173,1392,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",8.15,-,-,8.90,-,-,-,-,-,-,8.52
967,TM10972241,1400,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",9.30,-,-,8.05,-,-,Limba germana,8.15,-,-,8.50
968,TM10972319,1364,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",9.30,-,-,8.30,-,-,Limba germana,8.00,-,-,8.53
969,TM10972416,647,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",8.85,-,-,10.00,-,-,Limba germana,8.60,-,-,9.15
970,TM10972459,210,"LICEUL TEORETIC ""DAVID VONIGA"" GIROC",9.75,-,-,9.35,-,-,-,-,-,-,9.55
971,TM10972566,878,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",8.40,-,-,8.75,-,-,Limba germana,9.75,-,-,8.96
972,TM10973577,396,ȘCOALA GIMNAZIALĂ NR.13 TIMIȘOARA,9.55,-,-,9.15,-,-,-,-,-,-,9.35
973,TM10973664,1427,ȘCOALA GIMNAZIALĂ NR.13 TIMIȘOARA,8.35,-,-,8.65,-,-,-,-,-,-,8.50
974,TM10973727,3360,ȘCOALA GIMNAZIALĂ NR.13 TIMIȘOARA,6.40,-,-,6.25,-,-,-,-,-,-,6.32
975,TM10973794,1882,ȘCOALA GIMNAZIALĂ NR.24 TIMIȘOARA,8.60,-,-,7.55,-,-,-,-,-,-,8.07
976,TM10973901,151,ȘCOALA GIMNAZIALĂ NR.24 TIMIȘOARA,9.55,-,-,9.70,-,-,-,-,-,-,9.62
977,TM10973907,2522,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",8.15,-,-,6.55,-,-,Limba germana,7.50,-,-,7.40
978,TM10973957,1532,ȘCOALA GIMNAZIALĂ NR.13 TIMIȘOARA,9.25,-,-,7.55,-,-,-,-,-,-,8.40
979,TM10974003,417,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",9.35,-,-,9.15,-,-,Limba germana,9.50,-,-,9.33
980,TM10974026,1176,COLEGIUL NAȚIONAL BĂNĂȚEAN TIMIȘOARA,8.70,-,-,8.70,-,-,-,-,-,-,8.70
981,TM10974109,3016,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",6.45,-,-,6.25,-,-,Limba germana,7.60,-,-,6.76
982,TM10974175,2237,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",8.30,-,-,7.75,-,-,Limba germana,7.10,-,-,7.71
983,TM10974314,2626,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",6.55,-,-,8.20,-,-,Limba germana,7.10,-,-,7.28
984,TM10974462,1563,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",8.10,-,-,8.40,-,-,Limba germana,8.65,-,-,8.38
985,TM10974630,221,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",9.35,-,-,9.90,-,-,Limba germana,9.40,-,-,9.55
986,TM10974697,3060,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",8.50,-,-,5.40,-,-,Limba germana,6.25,-,-,6.71
987,TM10974848,179,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",9.90,-,-,9.55,-,-,Limba germana,9.30,-,-,9.58
988,TM10974968,2756,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",7.90,-,-,7.00,-,-,Limba germana,6.40,-,-,7.10
989,TM10975078,1189,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",9.15,-,-,7.70,-,-,Limba germana,9.20,-,-,8.68
990,TM10975167,393,"COLEGIUL NAȚIONAL PEDAGOGIC ""CARMEN SYLVA"" TIMIȘOARA",9.60,-,-,9.10,-,-,-,-,-,-,9.35
991,TM10975327,742,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",9.30,-,-,9.00,-,-,Limba germana,8.90,-,-,9.06
992,TM10975343,655,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",9.15,-,-,9.10,-,-,Limba germana,9.15,-,-,9.13
993,TM10975501,439,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",9.40,-,-,9.05,-,-,Limba germana,9.50,-,-,9.31
994,TM10975661,1767,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",8.10,-,-,8.70,-,-,Limba germana,7.75,-,-,8.18
995,TM10975794,2340,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",7.90,-,-,6.30,-,-,Limba germana,8.60,-,-,7.60
996,TM10975886,1360,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",8.10,-,-,8.40,-,-,Limba germana,9.15,-,-,8.55
997,TM10975985,711,COLEGIUL NAȚIONAL BĂNĂȚEAN TIMIȘOARA,9.25,-,-,9.40,-,-,Limba germana,8.60,-,-,9.08
998,TM10976517,2068,ȘCOALA GIMNAZIALĂ NR.24 TIMIȘOARA,8.30,-,-,7.45,-,-,-,-,-,-,7.87
999,TM10976621,1405,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",8.95,-,-,8.70,-,-,Limba germana,7.85,-,-,8.50
1000,TM10976647,545,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",9.45,-,-,9.55,-,-,Limba germana,8.70,-,-,9.23
1001,TM10976771,254,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",9.80,-,-,9.20,-,-,-,-,-,-,9.50
1002,TM10976812,1464,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",8.75,-,-,7.55,-,-,Limba germana,9.10,-,-,8.46
1003,TM10976870,228,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",9.50,-,-,9.25,-,-,Limba germana,9.85,-,-,9.53
1004,TM10976928,3461,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",8.05,-,-,3.25,-,-,Limba germana,7.25,-,-,6.18
1005,TM10977203,872,"COLEGIUL NAȚIONAL ""CONSTANTIN DIACONOVICI LOGA"" TIMIȘOARA",8.70,-,-,9.25,-,-,-,-,-,-,8.97
1006,TM10977218,1929,ȘCOALA GIMNAZIALĂ NR.18 TIMIȘOARA,8.90,-,-,7.15,-,-,-,-,-,-,8.02
1007,TM10977309,463,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",9.35,-,-,9.00,-,-,Limba germana,9.55,-,-,9.30
1008,TM10977389,141,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",9.45,-,-,9.70,-,-,Limba germana,9.75,-,-,9.63
1009,TM10977513,2583,"ȘCOALA GIMNAZIALĂ ""ING. ANGHEL SALIGNY"" BANLOC",8.60,-,-,6.05,-,-,-,-,-,-,7.32
1010,TM10978128,827,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",9.15,-,-,8.85,-,-,-,-,-,-,9.00
1011,TM10978383,1912,ȘCOALA GIMNAZIALĂ NR.2 TIMIȘOARA,8.10,-,-,8.00,-,-,-,-,-,-,8.05
1012,TM10978425,1558,"COLEGIUL NAȚIONAL PEDAGOGIC ""CARMEN SYLVA"" TIMIȘOARA",7.95,-,-,8.85,-,-,-,-,-,-,8.40
1013,TM10979319,2084,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",7.85,-,-,7.75,-,-,Limba germana,8.00,-,-,7.86
1014,TM10979416,638,"COLEGIUL NAȚIONAL PEDAGOGIC ""CARMEN SYLVA"" TIMIȘOARA",9.35,-,-,8.95,-,-,-,-,-,-,9.15
1015,TM10979501,3562,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",7.05,-,-,6.05,-,-,Limba germana,5.05,-,-,6.05
1016,TM10979690,972,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",8.55,-,-,8.60,-,-,Limba germana,9.55,-,-,8.90
1017,TM10979972,941,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",8.65,-,-,9.15,-,-,Limba germana,8.95,-,-,8.91
1018,TM10980191,3029,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",7.15,-,-,6.30,-,-,Limba germana,6.80,-,-,6.75
1019,TM10980836,965,ȘCOALA GIMNAZIALĂ NR.13 TIMIȘOARA,8.90,-,-,8.90,-,-,-,-,-,-,8.90
1020,TM10980971,2864,COLEGIUL NAȚIONAL BĂNĂȚEAN TIMIȘOARA,8.05,-,-,5.85,-,-,-,-,-,-,6.95
1021,TM10981182,950,ȘCOALA GIMNAZIALĂ NR.13 TIMIȘOARA,9.25,-,-,8.55,-,-,-,-,-,-,8.90
1022,TM10981309,835,ȘCOALA GIMNAZIALĂ NR.6 TIMIȘOARA,8.95,-,-,9.05,-,-,-,-,-,-,9.00
1023,TM10981798,429,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",9.15,-,-,9.50,-,-,-,-,-,-,9.32
1024,TM10981859,3836,LICEUL TEHNOLOGIC TRANSPORTURI AUTO TIMIȘOARA,6.40,-,-,5.00,-,-,-,-,-,-,5.70
1025,TM10982360,2008,COLEGIUL NAȚIONAL BĂNĂȚEAN TIMIȘOARA,8.25,-,-,7.65,-,-,-,-,-,-,7.95
1026,TM10982890,4903,ȘCOALA GIMNAZIALĂ NR.20 TIMIȘOARA,5.15,-,-,2.50,-,-,-,-,-,-,3.82
1027,TM10983200,5201,"ȘCOALA GIMNAZIALĂ ""IOSIF CIOROGARIU"" CHIȘODA",2.50,-,-,1.50,-,-,-,-,-,-,2.00
1028,TM10983210,1918,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",7.90,-,-,8.20,-,-,-,-,-,-,8.05
1029,TM10983272,2319,"LICEUL TEOLOGIC ORTODOX ""SFÂNTUL ANTIM IVIREANUL"" TIMIȘOARA",7.40,-,-,7.85,-,-,-,-,-,-,7.62
1030,TM10983538,2720,"COLEGIUL NAȚIONAL PEDAGOGIC ""CARMEN SYLVA"" TIMIȘOARA",7.55,-,-,6.75,-,-,-,-,-,-,7.15
1031,TM10983672,273,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",9.70,-,-,9.25,-,-,-,-,-,-,9.47
1032,TM10983749,451,ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA,9.50,-,-,9.10,-,-,-,-,-,-,9.30
1033,TM10983901,4452,ȘCOALA GIMNAZIALĂ NR.6 TIMIȘOARA,6.00,-,-,3.60,-,-,-,-,-,-,4.80
1034,TM10984121,3004,ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA,7.25,-,-,6.30,-,-,-,-,-,-,6.77
1035,TM10984214,2640,COLEGIUL NAȚIONAL BĂNĂȚEAN TIMIȘOARA,7.05,-,-,7.50,-,-,-,-,-,-,7.27
1036,TM10984313,2752,"COLEGIUL NAȚIONAL PEDAGOGIC ""CARMEN SYLVA"" TIMIȘOARA",8.20,-,-,6.00,-,-,-,-,-,-,7.10
1037,TM10984492,4293,"LICEUL TEOLOGIC ROMANO-CATOLIC ""GERHARDINUM"" TIMIȘOARA",5.85,-,-,4.25,-,-,-,-,-,-,5.05
1038,TM10984521,2089,"ȘCOALA GIMNAZIALĂ NR.16 ""TAKE IONESCU"" TIMIȘOARA",8.70,-,-,7.00,-,-,-,-,-,-,7.85
1039,TM10984617,1763,ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA,7.85,-,-,8.55,-,-,-,-,-,-,8.20
1040,TM10984682,1387,COLEGIUL NAȚIONAL BĂNĂȚEAN TIMIȘOARA,8.40,-,-,8.65,-,-,-,-,-,-,8.52
1041,TM10984753,912,"LICEUL TEORETIC ""WILLIAM SHAKESPEARE"" TIMIȘOARA",9.75,-,-,8.10,-,-,-,-,-,-,8.92
1042,TM10985099,1549,ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA,8.35,-,-,8.45,-,-,-,-,-,-,8.40
1043,TM10985614,4587,ȘCOALA GIMNAZIALĂ DAROVA,3.45,-,-,5.65,-,-,-,-,-,-,4.55
1044,TM10985893,1550,ȘCOALA GIMNAZIALĂ NR.24 TIMIȘOARA,8.35,-,-,8.45,-,-,-,-,-,-,8.40
1045,TM10986886,2807,"COLEGIUL NAȚIONAL PEDAGOGIC ""CARMEN SYLVA"" TIMIȘOARA",9.00,-,-,5.05,-,-,-,-,-,-,7.02
1046,TM10987200,3919,ȘCOALA GIMNAZIALĂ JIMBOLIA,5.75,-,-,5.40,-,-,-,-,-,-,5.57
1047,TM10987399,2158,ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA,7.80,-,-,7.80,-,-,-,-,-,-,7.80
1048,TM10987776,1294,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",8.40,-,-,8.80,-,-,-,-,-,-,8.60
1049,TM10988105,5179,ȘCOALA GIMNAZIALĂ COMLOȘU MARE,1.80,-,-,3.00,-,-,-,-,-,-,2.40
1050,TM10988236,4477,ȘCOALA GIMNAZIALĂ HODONI,5.00,-,-,4.50,-,-,-,-,-,-,4.75
1051,TM10988665,4408,ȘCOALA GIMNAZIALĂ HODONI,5.75,-,-,4.00,-,-,-,-,-,-,4.87
1052,TM10989418,1644,ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA,8.85,-,-,7.75,-,-,-,-,-,-,8.30
1053,TM10989771,578,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",9.50,-,-,8.90,-,-,-,-,-,-,9.20
1054,TM10989804,1780,ȘCOALA GIMNAZIALĂ HODONI,8.50,-,-,7.85,-,-,-,-,-,-,8.17
1055,TM10989885,5108,ȘCOALA GIMNAZIALĂ COMLOȘU MARE,3.30,-,-,2.50,-,-,-,-,-,-,2.90
1056,TM10989950,4134,ȘCOALA GIMNAZIALĂ SATCHINEZ,5.10,-,-,5.50,-,-,-,-,-,-,5.30
1057,TM10990015,4454,ȘCOALA GIMNAZIALĂ HODONI,5.55,-,-,4.05,-,-,-,-,-,-,4.80
1058,TM10990072,1826,ȘCOALA GIMNAZIALĂ HODONI,7.30,-,-,9.00,-,-,-,-,-,-,8.15
1059,TM10990262,1850,ȘCOALA GIMNAZIALĂ NR.2 TIMIȘOARA,7.75,-,-,8.50,-,-,-,-,-,-,8.12
1060,TM10990512,4880,ȘCOALA GIMNAZIALĂ COMLOȘU MARE,4.75,-,-,3.05,-,-,-,-,-,-,3.90
1061,TM10990717,5127,ȘCOALA GIMNAZIALĂ COMLOȘU MARE,3.55,-,-,2.00,-,-,-,-,-,-,2.77
1062,TM10991181,232,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",9.85,-,-,9.20,-,-,-,-,-,-,9.52
1063,TM10991391,2128,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",7.70,-,-,7.95,-,-,-,-,-,-,7.82
1064,TM10991711,353,ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA,9.45,-,-,9.35,-,-,-,-,-,-,9.40
1065,TM10991805,242,"COLEGIUL NAȚIONAL PEDAGOGIC ""CARMEN SYLVA"" TIMIȘOARA",9.45,-,-,9.60,-,-,-,-,-,-,9.52
1066,TM10991863,2159,ȘCOALA GIMNAZIALĂ MOȘNIȚA NOUĂ,7.80,-,-,7.80,-,-,-,-,-,-,7.80
1067,TM10992021,1988,"COLEGIUL NAȚIONAL PEDAGOGIC ""CARMEN SYLVA"" TIMIȘOARA",8.00,-,-,7.95,-,-,-,-,-,-,7.97
1068,TM10992156,200,ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA,9.40,-,-,9.75,-,-,-,-,-,-,9.57
1069,TM10992198,77,ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA,9.50,-,-,10.00,-,-,-,-,-,-,9.75
1070,TM10992256,1010,ȘCOALA GIMNAZIALĂ NR.2 TIMIȘOARA,9.10,-,-,8.60,-,-,-,-,-,-,8.85
1071,TM10992318,1740,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",9.05,-,-,6.75,-,-,Limba germana,8.80,-,-,8.20
1072,TM10992433,352,COLEGIUL NAȚIONAL BĂNĂȚEAN TIMIȘOARA,9.50,-,-,9.30,-,-,-,-,-,-,9.40
1073,TM10992519,168,"COLEGIUL NAȚIONAL ""CONSTANTIN DIACONOVICI LOGA"" TIMIȘOARA",9.55,-,-,9.65,-,-,-,-,-,-,9.60
1074,TM10992678,3726,ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA,6.15,-,-,5.55,-,-,-,-,-,-,5.85
1075,TM10992687,2240,ȘCOALA GIMNAZIALĂ NR.12 TIMIȘOARA,9.50,-,-,5.90,-,-,-,-,-,-,7.70
1076,TM10992748,1844,ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA,8.10,-,-,8.15,-,-,-,-,-,-,8.12
1077,TM10993100,882,"COLEGIUL NAȚIONAL PEDAGOGIC ""CARMEN SYLVA"" TIMIȘOARA",9.20,-,-,8.70,-,-,-,-,-,-,8.95
1078,TM10993195,2050,ȘCOALA GIMNAZIALĂ NR.18 TIMIȘOARA,8.00,-,-,7.80,-,-,-,-,-,-,7.90
1079,TM10993202,4682,ȘCOALA GIMNAZIALĂ COMLOȘU MARE,5.15,-,-,3.50,-,-,-,-,-,-,4.32
1080,TM10993415,4954,ȘCOALA GIMNAZIALĂ COMLOȘU MARE,3.90,-,-,3.50,-,-,-,-,-,-,3.70
1081,TM10993510,1150,ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA,8.80,-,-,8.65,-,-,-,-,-,-,8.72
1082,TM10993595,3929,"LICEUL DE ARTĂ ""ION VIDU"" TIMIȘOARA",7.10,-,-,4.00,-,-,-,-,-,-,5.55
1083,TM10993631,4113,ȘCOALA GIMNAZIALĂ COMLOȘU MARE,5.55,-,-,5.10,-,-,-,-,-,-,5.32
1084,TM10993665,1221,ȘCOALA GIMNAZIALĂ NR.24 TIMIȘOARA,9.30,-,-,8.00,-,-,-,-,-,-,8.65
1085,TM10993763,4434,ȘCOALA GIMNAZIALĂ COMLOȘU MARE,6.15,-,-,3.50,-,-,-,-,-,-,4.82
1086,TM10993834,383,ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA,9.10,-,-,9.65,-,-,-,-,-,-,9.37
1087,TM10994101,2402,ȘCOALA GIMNAZIALĂ COMLOȘU MARE,7.90,-,-,7.15,-,-,-,-,-,-,7.52
1088,TM10994182,4081,ȘCOALA GIMNAZIALĂ COMLOȘU MARE,6.20,-,-,4.50,-,-,-,-,-,-,5.35
1089,TM10994287,1006,ȘCOALA GIMNAZIALĂ COMLOȘU MARE,9.20,-,-,8.50,-,-,-,-,-,-,8.85
1090,TM10994297,1897,ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA,7.10,-,-,9.05,-,-,-,-,-,-,8.07
1091,TM10994371,949,ȘCOALA GIMNAZIALĂ JIMBOLIA,9.30,-,-,8.50,-,-,-,-,-,-,8.90
1092,TM10994491,2695,ȘCOALA GIMNAZIALĂ COMLOȘU MARE,8.35,-,-,6.00,-,-,-,-,-,-,7.17
1093,TM10994672,5069,ȘCOALA GIMNAZIALĂ COMLOȘU MARE,2.50,-,-,4.00,-,-,-,-,-,-,3.25
1094,TM10994822,4283,"LICEUL TEORETIC ""VLAD ȚEPEȘ"" TIMIȘOARA",4.50,-,-,5.65,-,-,-,-,-,-,5.07
1095,TM10994851,3990,ȘCOALA GIMNAZIALĂ COMLOȘU MARE,6.15,-,-,4.80,-,-,-,-,-,-,5.47
1096,TM10994862,5079,ȘCOALA GIMNAZIALĂ SÂNMIHAIU ROMÂN,3.75,-,-,2.50,-,-,-,-,-,-,3.12
1097,TM10994930,4741,ȘCOALA GIMNAZIALĂ COMLOȘU MARE,5.40,-,-,3.05,-,-,-,-,-,-,4.22
1098,TM10995021,5149,ȘCOALA GIMNAZIALĂ COMLOȘU MARE,1.80,-,-,3.50,-,-,-,-,-,-,2.65
1099,TM10995459,2999,ȘCOALA GIMNAZIALĂ COMLOȘU MARE,7.50,-,-,6.05,-,-,-,-,-,-,6.77
1100,TM10995490,4791,ȘCOALA GIMNAZIALĂ COMLOȘU MARE,4.70,-,-,3.50,-,-,-,-,-,-,4.10
1101,TM10995580,2598,ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA,8.60,-,-,6.00,-,-,-,-,-,-,7.30
1102,TM10995663,4347,ȘCOALA GIMNAZIALĂ COMLOȘU MARE,5.45,-,-,4.50,-,-,-,-,-,-,4.97
1103,TM10995801,225,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",9.25,-,-,9.85,-,-,-,-,-,-,9.55
1104,TM10995945,4039,ȘCOALA GIMNAZIALĂ COMLOȘU MARE,5.05,-,-,5.80,-,-,-,-,-,-,5.42
1105,TM10996357,1796,ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA,8.00,-,-,8.35,-,-,-,-,-,-,8.17
1106,TM10996411,3713,"LICEUL TEORETIC ""DAVID VONIGA"" GIROC",8.20,-,-,3.50,-,-,-,-,-,-,5.85
1107,TM10996499,3323,"ȘCOALA GIMNAZIALĂ NR.21 ""VICENȚIU BABEȘ"" TIMIȘOARA",6.60,-,-,6.15,-,-,-,-,-,-,6.37
1108,TM10996781,1378,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",8.90,-,-,8.15,-,-,-,-,-,-,8.52
1109,TM10996963,4118,ȘCOALA GIMNAZIALĂ IOHANISFELD,5.15,-,-,5.50,-,-,-,-,-,-,5.32
1110,TM10997450,1496,LICEUL TEOLOGIC PENTICOSTAL LOGOS TIMIȘOARA,7.80,-,-,9.10,-,-,-,-,-,-,8.45
1111,TM10997560,2452,ȘCOALA GIMNAZIALĂ IOHANISFELD,7.95,-,-,7.00,-,-,-,-,-,-,7.47
1112,TM10997595,33,ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA,9.90,-,-,9.75,-,-,-,-,-,-,9.82
1113,TM10997861,3010,ȘCOALA GIMNAZIALĂ IOHANISFELD,6.60,-,-,6.95,-,-,-,-,-,-,6.77
1114,TM10997891,3121,ȘCOALA GIMNAZIALĂ IOHANISFELD,6.60,-,-,6.70,-,-,-,-,-,-,6.65
1115,TM10997973,3142,ȘCOALA GIMNAZIALĂ IOHANISFELD,6.95,-,-,6.30,-,-,-,-,-,-,6.62
1116,TM10998026,5028,ȘCOALA GIMNAZIALĂ IOHANISFELD,3.35,-,-,3.50,-,-,-,-,-,-,3.42
1117,TM10998038,4770,ȘCOALA GIMNAZIALĂ JIMBOLIA,3.20,-,-,5.15,-,-,-,-,-,-,4.17
1118,TM10999273,299,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",9.70,-,-,9.20,-,-,-,-,-,-,9.45
1119,TM10999291,732,ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA,9.05,-,-,9.10,-,-,-,-,-,-,9.07
1120,TM10999476,2039,ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA,7.75,-,-,8.10,-,-,-,-,-,-,7.92
1121,TM10999688,4245,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",5.25,-,-,5.00,-,-,-,-,-,-,5.12
1122,TM10999958,4323,ȘCOALA GIMNAZIALĂ SÂNANDREI,5.50,-,-,4.50,-,-,-,-,-,-,5.00
1123,TM11000084,1674,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",8.40,-,-,8.15,-,-,-,-,-,-,8.27
1124,TM11000414,1522,ȘCOALA GIMNAZIALĂ SÂNANDREI,8.20,-,-,8.65,-,-,-,-,-,-,8.42
1125,TM11001585,3580,LICEUL TEORETIC SPECIAL IRIS TIMIȘOARA,8.55,-,-,3.50,-,-,-,-,-,-,6.02
1126,TM11002296,4271,ȘCOALA GIMNAZIALĂ GHIZELA,6.15,-,-,4.00,-,-,-,-,-,-,5.07
1127,TM11003137,1414,ȘCOALA GIMNAZIALĂ NR.12 TIMIȘOARA,8.70,-,-,8.30,-,-,-,-,-,-,8.50
1128,TM11003314,2653,"LICEUL DE ARTĂ ""ION VIDU"" TIMIȘOARA",6.65,-,-,7.85,-,-,-,-,-,-,7.25
1129,TM11003505,423,ȘCOALA GIMNAZIALĂ NR.2 TIMIȘOARA,9.55,-,-,9.10,-,-,-,-,-,-,9.32
1130,TM11003555,3303,ȘCOALA GIMNAZIALĂ NR.24 TIMIȘOARA,6.95,-,-,5.85,-,-,-,-,-,-,6.40
1131,TM11003725,2318,"LICEUL CU PROGRAM SPORTIV ""BANATUL"" TIMIȘOARA",7.45,-,-,7.80,-,-,-,-,-,-,7.62
1132,TM11003751,2037,ȘCOALA GIMNAZIALĂ NR.6 TIMIȘOARA,7.85,-,-,8.00,-,-,-,-,-,-,7.92
1133,TM11003802,4588,ȘCOALA GIMNAZIALĂ NR.2 TIMIȘOARA,6.05,-,-,3.00,-,-,-,-,-,-,4.52
1134,TM11003947,3022,"LICEUL TEORETIC ""DAVID VONIGA"" GIROC",7.90,-,-,5.60,-,-,-,-,-,-,6.75
1135,TM11004938,2038,ȘCOALA GIMNAZIALĂ NR.13 TIMIȘOARA,7.85,-,-,8.00,-,-,-,-,-,-,7.92
